Customer ID,Gender,Age,Annual Income (k$),Spending Score,Purchase Date,Product Category,Product Price ($),Payment Method
902e7645-d7c3-4bf2-9ab9-7538742b5ae7,Female,52,37.18,30,2021-06-04,Groceries,97.4,Bank Transfer
2d2e44f7-459c-4f7d-9cd2-9f95a1a9f249,Male,60,94.23,97,2021-11-01,Clothing,102.47,Paypal
ccaa11ed-d046-42f3-9a6b-18f6b06ebd87,Male,51,38.54,6,2023-11-14,Sports,494.07,Credit Card
0f9baeb9-9316-41d2-b413-0f217a44926e,Male,49,63.64,84,2023-06-03,Books,32.58,Credit Card
59f57034-d24e-4ef4-a282-1f1e9acbb084,Female,24,85.93,57,2022-02-04,Home & Kitchen,468.41,Bank Transfer
4877c064-92d8-4f77-9ac4-80fcccf75c24,Male,27,77.86,33,2021-07-05,Home & Kitchen,458.17,Debit Card
159047dc-150b-406d-8067-8d1028889c4f,Female,50,90.32,87,2021-04-04,Groceries,196.78,Paypal
a298c428-4aa0-493c-bebb-b55d39609f37,Male,61,139.15,90,2024-03-14,Clothing,226.5,Debit Card
607a67cc-79f5-4077-a153-4c36066833af,Male,68,46.25,10,2022-08-18,Home & Kitchen,128.58,Bank Transfer
36020d82-6cdd-41ff-bf71-0180208d2c1c,Female,36,144.7,5,2020-06-02,Clothing,49.67,Debit Card
14c10697-6098-47f8-b693-a63659c6e6ac,Male,49,30.86,79,2024-04-13,Electronics,320.41,Paypal
906975ea-c83c-4c89-abce-81dc751a7006,Male,64,23.2,96,2023-10-17,Clothing,496.43,Paypal
1d635923-9461-4ec7-8c31-cd89d01afea0,Male,51,141.33,50,2023-07-01,Electronics,282.82,Credit Card
f2f6ce89-58f5-4d3d-a096-597c28715c32,Female,25,47.73,90,2021-10-04,Electronics,203.48,Credit Card
e2b337a1-0994-4cb9-814a-dee22fedaa6c,Male,40,125.53,7,2020-05-30,Electronics,285.65,Bank Transfer
a7cac588-b830-4874-b5bb-ba7aab38511b,Female,61,141.23,61,2020-08-18,Books,288.84,Paypal
02e2cca7-624e-4f94-bf97-dc8b26277f2c,Male,42,121.78,45,2021-06-15,Clothing,487.31,Bank Transfer
f6e75300-6490-4e6e-b8f9-c91e0493eaec,Male,43,135.69,51,2023-09-04,Clothing,169.37,Credit Card
c14b40a1-70fd-4e0d-93e1-716cac408e61,Female,54,58.63,2,2024-06-19,Electronics,263.79,Bank Transfer
54e85fbb-722c-483f-add1-dea9a69aeb35,Female,50,45.45,98,2023-03-27,Groceries,449.44,Debit Card
4459805b-de90-4a0c-95e4-05f004b90245,Male,20,64.57,88,2020-02-07,Electronics,280.31,Paypal
76b616c4-686d-4fc7-abd7-378d77f45da0,Female,61,36.91,46,2021-08-22,Clothing,193.61,Credit Card
922bb13e-4e5a-43c3-83b0-9377dbccd870,Male,43,23.86,86,2022-08-03,Clothing,226.98,Paypal
bcec89a2-3d96-45f2-82e8-13d828cebf1e,Male,28,24.57,33,2021-02-28,Groceries,325.81,Debit Card
d74029d6-281c-46a2-8a20-ce670f2767a2,Female,50,51.6,44,2021-05-30,Books,411.47,Credit Card
f127d605-deb4-4982-9c37-d73d657da5c7,Male,57,87.96,63,2023-05-15,Home & Kitchen,412.48,Bank Transfer
5564df45-80ec-46f0-8e97-c73771ae17dd,Female,60,24.95,85,2021-09-12,Home & Kitchen,7.55,Bank Transfer
26e5d7a1-710d-4402-b0c8-8291a156f968,Male,63,146.62,59,2021-09-20,Sports,171.96,Bank Transfer
a340ccd4-42cf-469e-ae81-0d6ff5d89923,Female,55,56.16,1,2020-08-14,Books,408.06,Credit Card
1030adcb-322f-4123-8c04-9f1923b7b0ea,Male,65,39.63,85,2023-05-16,Clothing,324.62,Paypal
913b6eee-fe35-4152-9296-b58f5585ee8f,Male,70,86.89,53,2020-07-19,Home & Kitchen,230.73,Bank Transfer
38b13d72-82d4-49df-a3f0-55a580dbb9cb,Male,42,127.9,59,2024-04-24,Clothing,114.15,Paypal
a9a35231-7ff5-422e-976c-19e027a295f0,Female,57,74.07,36,2021-11-19,Sports,305.87,Bank Transfer
6665f02b-1461-43de-aaf9-3ae8bd22e7aa,Female,40,114.47,93,2020-05-02,Sports,328.37,Credit Card
d7fe9191-a7a7-4f8d-8510-821154e1c568,Female,43,124.4,92,2020-02-14,Clothing,341.91,Debit Card
ea56262b-1b98-4387-81bb-05d3eed7204b,Male,64,106.49,69,2023-08-02,Sports,144.41,Debit Card
d3635c62-cb03-45f6-86b5-2d54fcf36ae2,Female,69,111.42,99,2024-08-04,Sports,359.67,Debit Card
00946382-fb3e-4a4a-b5a9-c42dafadc4fa,Female,36,146.95,81,2022-01-13,Clothing,249.22,Bank Transfer
be441eb5-870c-4173-a300-cce26e52e20f,Female,32,107.79,75,2020-07-16,Groceries,199.5,Debit Card
87da3311-47fd-4231-bc24-6d0ae7445baa,Female,39,60.99,77,2022-03-07,Beauty,87.9,Bank Transfer
422dfaec-c9c1-46a5-86c9-fff2450a63e3,Female,27,89.86,38,2023-01-29,Groceries,116.99,Bank Transfer
46608e03-5ed7-46a0-b2df-5dccb3e3be9a,Male,53,144.41,11,2020-09-13,Home & Kitchen,103.97,Debit Card
653623eb-f4ba-416b-b07e-f247b83879ce,Female,33,65.27,100,2024-04-21,Groceries,380.41,Debit Card
4fe5868c-9af5-4903-bcce-5af6b566270f,Female,37,99.54,7,2023-05-13,Clothing,110.83,Debit Card
e6a8a800-efb1-441f-a9df-0c9372dc9cbe,Male,31,118.7,70,2023-03-10,Electronics,300.53,Debit Card
db96c66c-433f-497f-bd0a-c262b41e4af6,Female,39,95.64,56,2020-09-18,Clothing,337.36,Bank Transfer
c4ae15ee-8043-4810-b398-d815096b088d,Male,54,31.2,73,2024-01-07,Books,45.21,Debit Card
875762c7-7c1a-43de-b762-6d56d96dd681,Male,53,42.56,47,2022-05-27,Sports,190.15,Credit Card
4eaa568b-f4b2-41f6-80a9-4b24495486ce,Male,52,65.86,86,2021-01-08,Books,277.31,Paypal
f111cdde-66a4-4bd9-8f0d-3a807c2fd057,Female,65,119.07,31,2022-06-29,Home & Kitchen,108.75,Credit Card
c3393512-c1aa-4c46-8719-d01a2fa1df9f,Female,53,106.05,96,2020-01-12,Electronics,423.98,Paypal
1d637ebc-d159-4cf8-955d-bb60501112dd,Female,35,21.86,62,2020-09-05,Beauty,350.26,Credit Card
d69974e9-33d8-4e9a-b04c-ab4d404cf7d8,Male,40,68.99,34,2021-12-04,Home & Kitchen,33.72,Paypal
3b498f69-2b93-47d1-97ee-037f28f30363,Female,32,47.06,83,2024-08-30,Groceries,463.46,Bank Transfer
49eb3244-d6ad-4b05-81d4-b781d3ff8e64,Female,49,23.95,40,2023-09-18,Clothing,57.61,Credit Card
7b34c5f9-1f21-4d43-9457-3eec5ad780f3,Female,46,122.05,70,2022-02-20,Electronics,169.34,Debit Card
ce4e2f23-91b2-412b-8227-5b959f2b90d1,Female,40,37.78,61,2023-07-01,Electronics,190.08,Debit Card
2369d5bc-7234-4683-87ca-2fa9c11706e4,Male,64,74.6,60,2020-04-04,Sports,106.73,Bank Transfer
aac7f19c-ec01-476d-9ea2-4c9e493f368d,Female,52,101.88,57,2022-02-06,Books,169.65,Bank Transfer
a2bc208c-408b-4d67-8805-dd9b9cba3bc8,Male,66,36.23,5,2023-09-07,Groceries,258.02,Bank Transfer
469ff68b-c6c0-42a8-bddf-948163e20674,Female,36,43.68,35,2024-01-11,Home & Kitchen,268.05,Credit Card
44f154f2-e60a-4454-8048-31e9e74fcc3f,Female,64,104.02,83,2023-05-03,Books,13.21,Debit Card
8516897e-3255-414a-a687-03047038415c,Female,61,84.85,75,2022-05-12,Home & Kitchen,212.66,Bank Transfer
4fec9554-296c-44cc-8575-7d0d8f63c389,Male,61,21.7,3,2022-08-01,Groceries,461.81,Debit Card
cb8f78eb-a9b4-45b4-9030-a208a6e912e3,Male,43,96.32,65,2022-11-13,Sports,365.99,Debit Card
6496aef9-477a-417a-b1db-44d9882edb72,Female,43,21.15,63,2024-10-12,Home & Kitchen,223.79,Paypal
dc23c4e3-0c09-4e59-99de-b8114b32cbf2,Female,20,126.85,93,2023-01-29,Books,225.35,Bank Transfer
b2ff5414-0100-4f8c-9348-aa078b6b412c,Male,20,75.11,27,2020-04-16,Beauty,423.03,Bank Transfer
824c07b9-89db-429e-816e-1e5d75b672d7,Female,27,131.89,2,2024-05-16,Clothing,404.95,Bank Transfer
a9e52bb6-9b5a-40fb-a4fa-825349c38a88,Female,33,24.82,13,2022-07-25,Home & Kitchen,71.06,Debit Card
419cbaab-0fd6-4858-b210-7c9ead3da34c,Female,51,101.49,91,2024-04-26,Clothing,233.45,Debit Card
b6ba14c2-9e9a-4ddc-9e46-9f6f11cddc82,Female,27,128.53,84,2021-08-22,Clothing,435.94,Bank Transfer
9a5c88d9-97e0-467b-836b-3e7acfbd6fa0,Male,44,59.76,42,2022-12-26,Beauty,371.37,Bank Transfer
091f54a0-f051-421e-ba58-981ced7b9664,Male,58,133.33,58,2022-02-16,Books,72.58,Debit Card
4e1579ad-7d97-4a88-a21c-da3db7710ff9,Male,56,69.33,36,2020-09-27,Electronics,324.96,Debit Card
d0dd2d3e-3006-444a-b1f6-204b73806266,Female,31,111.08,43,2020-08-29,Beauty,107.04,Debit Card
4fcd365b-dedf-4701-9867-9bc37d1b98c3,Female,20,40.85,67,2022-07-29,Electronics,327.47,Debit Card
226cf2fd-790b-48c7-b7a4-16ecb97ded35,Male,35,31.94,29,2022-01-12,Clothing,397.09,Paypal
95698b02-07c1-4148-b510-42c6bd4612a8,Male,53,112.19,39,2022-01-27,Clothing,109.94,Bank Transfer
474279c5-fe73-4587-88f5-504567b924e8,Female,46,37.77,98,2024-08-27,Home & Kitchen,171.64,Debit Card
acfa310a-a5ac-4bbf-8949-14438b19a2ad,Female,20,113.89,51,2020-09-29,Beauty,130.08,Debit Card
f622b8ef-bdf4-4a58-b911-40703e249bf4,Male,23,128.54,16,2021-07-14,Clothing,426.17,Bank Transfer
717ce6b5-2025-4713-b4f6-48d66979b7b3,Female,39,121.93,46,2024-02-19,Groceries,211.19,Bank Transfer
470f7ec1-bf8b-4ce7-a416-cde5c35b950b,Male,29,83.49,75,2023-02-12,Books,467.46,Credit Card
407bdd82-63f0-4de0-9ef6-7ae68d1b889e,Male,28,82.69,68,2022-01-02,Clothing,230.07,Debit Card
2fa30363-ce79-42ff-bbd2-9ac5bfd063df,Male,68,24.53,21,2024-03-09,Groceries,470.21,Debit Card
897d9d5f-8883-47e2-8e93-93d12bab7d0c,Female,53,49.92,28,2020-05-22,Electronics,228.18,Paypal
6922a5b8-7249-4bd4-b17b-b4c9fa36b99f,Male,18,69.92,3,2024-03-11,Electronics,156.32,Debit Card
9c9b0354-2e35-4399-96a6-650d6e94ff0b,Female,44,112.98,63,2023-05-02,Electronics,337.42,Paypal
c9a0505b-2392-4cca-8017-96e9b670af09,Female,41,66.38,90,2021-11-25,Home & Kitchen,443.02,Bank Transfer
d1e6cbfc-2624-47c5-a52c-b297afe052ca,Male,39,69.63,42,2020-06-28,Electronics,5.27,Debit Card
3718daa0-1959-474f-9e15-6a8b73312b2f,Male,42,120.09,21,2022-06-24,Home & Kitchen,452.71,Paypal
7bea3f87-0398-41bf-96db-47fdb6fbe4db,Female,49,35.9,75,2022-11-29,Groceries,349.27,Bank Transfer
b46267f9-a9a1-4d7f-ab05-d7ccfd10cba0,Male,58,62.44,75,2021-06-25,Electronics,92.27,Paypal
29c9da54-c526-4dde-b852-b2a1eeb2ab4c,Male,36,43.7,15,2023-05-06,Home & Kitchen,464.12,Paypal
ec4ef1dd-ee98-46b2-806f-966d545419ab,Female,46,148.02,76,2021-09-21,Groceries,478.8,Bank Transfer
68a83579-d331-42c2-8f1b-7343a65414f2,Female,30,39.63,10,2024-03-12,Clothing,268.31,Bank Transfer
6eb74fe9-9773-42ad-ad7f-9e59d0d56e2d,Male,35,52.82,49,2022-11-11,Beauty,131.94,Credit Card
b38c5e42-5867-401d-b0c5-7f1ee07cdf88,Female,28,135.64,92,2022-04-16,Beauty,113.33,Debit Card
d891b808-021b-4a64-bfc8-87a7cdccac42,Male,63,43.34,14,2024-04-24,Sports,488.26,Paypal
a3146ea4-07eb-4502-95a9-ba09012c09f7,Male,49,26.52,31,2023-12-22,Clothing,394.7,Bank Transfer
bc4ef78f-1e2b-4d98-b271-045183753533,Male,62,112.37,6,2023-03-24,Home & Kitchen,112.04,Bank Transfer
49d842c5-7fe5-46f0-9fef-ae7061c09ba3,Female,49,141.8,34,2024-10-19,Beauty,358.1,Credit Card
abd857e4-362c-4ece-bffa-d3a932198531,Male,33,130.19,21,2024-04-19,Home & Kitchen,385.08,Paypal
51033148-74ee-4311-9c11-8cbe3b004707,Female,47,124.21,85,2020-02-07,Groceries,110.83,Credit Card
90ffa2bf-cd57-4068-a16c-4dda976b5672,Male,64,37.19,45,2022-02-19,Books,218.73,Bank Transfer
318d8f93-0873-4db0-a2e9-da7ccbfcaa08,Female,37,132.83,64,2024-03-15,Home & Kitchen,442.36,Bank Transfer
36a82551-97e4-49a9-b996-a3d2873c080a,Female,61,27.77,23,2022-02-23,Groceries,416.42,Debit Card
74fbabd3-3e07-43d6-9035-d42fa81d7fd0,Female,44,95.97,68,2020-06-05,Home & Kitchen,160.58,Debit Card
dc1d2dc4-34d4-494e-a305-007729b5b1c3,Female,21,44.62,82,2023-11-19,Sports,327.47,Debit Card
d83d2cff-be79-4632-88c4-1660bef1688d,Female,46,91.02,83,2024-10-21,Sports,171.91,Bank Transfer
4214d1e7-9736-4313-b482-f4e31169107c,Female,58,62.11,49,2024-04-23,Books,354.04,Paypal
cd504cd2-cedd-4cc7-a849-3730d3e08f70,Male,40,111.09,39,2022-09-09,Beauty,119.73,Debit Card
0848be81-37d9-45e0-9413-395f3302a3ca,Female,50,70.91,66,2024-01-27,Beauty,426.42,Credit Card
54769a06-0a5f-4811-9b02-2105777c2fb5,Female,28,106.18,90,2021-05-23,Clothing,285.28,Bank Transfer
cfe76717-8c45-4697-9d77-75f7157a6e40,Female,69,100.65,90,2021-02-16,Electronics,173.23,Debit Card
fdc2bfe5-2096-46ef-a5f6-da04aacd786e,Male,68,47.2,98,2020-02-28,Clothing,408.18,Paypal
f6e33339-45bf-462e-8f7a-aa5b9027e762,Male,38,141.11,92,2020-05-30,Sports,317.43,Credit Card
355a9b78-cd90-48e1-b0c2-3bed0a671a23,Male,40,36.51,3,2021-04-12,Home & Kitchen,382.51,Debit Card
9e506d2b-c30a-4292-80b5-bed7ba9a66fc,Male,19,92.81,81,2021-11-18,Clothing,60.98,Debit Card
96583c3f-d6ae-476f-8aee-1cbca848d3bb,Male,50,71.62,48,2021-02-20,Electronics,88.07,Debit Card
b3d7d01a-d111-473d-bb35-b83a14497ca5,Male,38,102.61,5,2020-08-27,Clothing,273.94,Bank Transfer
8749e785-6a04-4df1-a06f-338d0f8d9f57,Female,62,48.85,25,2020-04-20,Clothing,452.49,Paypal
39fe109d-bd5e-4223-985d-9ce5cf96d5b9,Female,56,123.1,65,2024-01-02,Electronics,431.34,Credit Card
2ea677c1-e7de-4b58-b39b-7a21bf0432fa,Female,25,33.48,31,2023-06-18,Beauty,192.71,Paypal
5f4818dd-421f-4fe2-8544-fcf430fe5bb5,Female,65,91.83,12,2022-03-19,Books,391.99,Credit Card
eeaee4a6-b770-4f42-b11c-58226b748f8d,Male,67,37.18,2,2023-04-17,Home & Kitchen,304.29,Paypal
c48dd756-e930-4779-9cca-7c663dfe55a0,Female,43,27.61,31,2022-07-13,Electronics,284.18,Paypal
76e1ea05-782b-4445-9011-e41deaecd512,Female,32,107.97,71,2023-09-15,Sports,218.39,Paypal
778c1693-74b1-4145-8d3f-2925c2600bf9,Female,42,38.8,85,2021-06-16,Sports,363.26,Paypal
e8812e49-c64b-4df1-adff-7f78420c8cde,Male,39,91.08,62,2020-09-20,Groceries,271.1,Debit Card
5eb40dc9-eb55-4f4a-9a53-991f6bed44f8,Female,26,75.55,78,2022-02-05,Sports,399.17,Bank Transfer
c7920080-1312-41a4-8945-36d97f0659ec,Female,62,84.77,54,2020-04-06,Beauty,366.77,Credit Card
33819b79-c5ff-4cc3-9a37-af37b2cf6a77,Female,20,113.0,15,2023-12-19,Clothing,479.61,Credit Card
062b888c-7986-439f-92c5-b152cf8ec999,Male,65,92.02,99,2022-11-16,Home & Kitchen,441.0,Credit Card
137286f9-e285-42d2-b8c2-beaf37ec9821,Male,21,22.21,33,2024-07-22,Clothing,464.06,Paypal
46b5675b-2ff9-4984-a4cd-bb215a73f53f,Male,25,71.31,27,2021-10-18,Electronics,241.91,Debit Card
67954246-ee12-4abd-8f41-560fff2e7495,Female,21,98.01,18,2023-09-28,Electronics,390.45,Paypal
1a651ea0-a44d-40fd-b350-e8d936009677,Female,34,103.79,29,2023-09-08,Beauty,263.57,Paypal
ffd595c5-7c2a-4d5f-9630-e8966064bf86,Female,55,56.71,4,2023-12-07,Groceries,332.93,Paypal
077d2392-a0be-41c1-82da-a20ea7d37481,Male,44,97.51,88,2022-09-17,Electronics,257.98,Paypal
d0a92b42-c7ad-450f-ae16-0a8bc7a1fc43,Male,69,63.38,65,2020-07-05,Electronics,179.1,Bank Transfer
5f9815dd-fe66-4b7e-a09a-60c40cd263cb,Male,46,85.31,23,2020-10-22,Books,328.82,Debit Card
9b3f399e-8e9c-41f0-82da-9e358bb40eba,Male,35,71.9,44,2020-03-02,Books,64.18,Credit Card
47b4829f-4a92-4c35-b20c-8e3e1694192a,Female,39,31.16,96,2022-03-21,Electronics,313.99,Paypal
2841dc35-9290-4d86-bf1b-9cf90c828605,Male,36,83.2,65,2022-06-09,Home & Kitchen,349.22,Bank Transfer
8f346efc-4854-43a4-823b-d083f2a2aa84,Male,54,71.16,55,2023-08-16,Clothing,480.69,Credit Card
63261541-bdf5-4a25-b545-7da773c7590f,Male,40,42.69,83,2021-03-02,Sports,323.01,Debit Card
6d77b2c7-82af-41c9-8584-1d5a380dc84b,Male,31,148.35,96,2021-09-20,Clothing,151.31,Debit Card
067777dd-0417-4299-ba47-d5ee705fbab9,Male,68,124.06,96,2020-04-27,Beauty,116.2,Paypal
eafcdfb5-c0ff-4108-ade2-ea8c450f99be,Female,25,32.03,40,2020-03-16,Electronics,275.49,Debit Card
acf94fd4-76ca-47d6-91bd-91dd78d59d49,Male,26,124.0,48,2021-03-29,Groceries,444.23,Paypal
50acf2eb-f50b-49ee-bf77-1b168c8443bd,Male,52,29.29,91,2022-12-09,Groceries,117.46,Bank Transfer
ef57d8ac-baed-4654-b9d3-d83e8fbd6fd2,Male,28,111.44,71,2022-02-26,Sports,239.29,Paypal
a142c786-f7a8-4b14-958d-8487d1577156,Male,22,46.94,28,2023-12-28,Sports,386.52,Credit Card
5e60721f-af70-4430-9cd8-2107b3d86f88,Male,62,73.77,69,2023-02-11,Home & Kitchen,37.27,Paypal
469addcb-8c5f-459c-b030-a16fe266a9ce,Male,42,127.07,84,2022-08-29,Books,151.06,Paypal
bddf1757-1224-4836-9edc-258b784add61,Male,69,67.74,1,2022-07-10,Books,255.86,Debit Card
d5aded07-ccfa-4b01-b5f8-8c9d25cf9788,Male,32,36.14,62,2023-07-02,Books,169.11,Bank Transfer
9106be24-2eea-4866-af04-b0ca97e8f96a,Female,18,89.49,86,2022-07-08,Sports,179.91,Paypal
cc6a7c58-4322-4ebe-bd4f-e5acc9d95537,Male,23,31.26,95,2022-08-23,Books,269.55,Credit Card
3681d937-bf94-4f91-8cb8-c0a4c942db8c,Male,26,60.51,100,2021-04-19,Books,114.77,Debit Card
6a3db30f-6184-46f4-98bc-5b0c407a0e12,Female,25,50.27,59,2023-02-09,Groceries,106.99,Debit Card
98153b9a-aa8a-4e95-943c-12693ce5f10f,Female,20,66.24,45,2022-09-13,Groceries,465.01,Paypal
08913d65-8fe4-4522-b47c-7ecab370f693,Male,41,120.05,30,2020-07-05,Home & Kitchen,150.04,Credit Card
ab5c291e-6b32-4ca0-abd4-2e8ffb8a64ee,Female,45,41.75,5,2021-08-06,Sports,108.08,Debit Card
0d79f786-ca83-4539-a6d7-47a16d92aa9b,Female,24,81.24,84,2024-06-02,Groceries,353.27,Debit Card
3ca757dc-e825-4401-9c0c-486cf447f85e,Male,33,106.16,96,2022-07-03,Sports,318.56,Credit Card
7816d253-fcf4-48eb-b941-10a16b16e84d,Male,68,124.55,69,2023-05-31,Sports,336.65,Debit Card
b726c281-8501-4f95-849d-83d7dc11bb83,Male,46,126.91,8,2024-07-23,Books,374.67,Bank Transfer
fb40b159-1982-4c35-aa04-e8f91da78523,Female,48,126.53,58,2021-10-16,Home & Kitchen,346.13,Debit Card
0fd8dafa-c565-44ff-9b43-036ac17a9111,Male,19,119.92,12,2020-03-21,Groceries,399.01,Debit Card
4c06c438-76ee-4fd3-96ab-626f7a45fc0c,Male,35,139.89,9,2022-12-02,Home & Kitchen,204.52,Debit Card
3633e01f-5f07-4c48-b396-a10a8925a7e9,Female,51,67.78,1,2021-10-17,Groceries,227.85,Paypal
1df67a4e-fc2d-407a-8a02-45117ea759e6,Female,43,74.93,91,2023-01-01,Sports,221.72,Debit Card
6f097fa4-4c1c-4029-8b1c-4b516da87650,Male,52,117.2,20,2023-03-18,Home & Kitchen,388.6,Paypal
99b7caaa-0145-4308-9850-f29012f85709,Male,31,132.43,33,2024-01-28,Electronics,167.93,Debit Card
27fd07c9-8291-44f9-868d-d4896c83e79b,Female,51,138.29,1,2020-10-03,Sports,344.01,Credit Card
a5538636-30c0-424c-be99-b9b56da18892,Male,34,93.24,7,2024-01-14,Electronics,86.75,Bank Transfer
e45280f4-efa4-4ffb-8ca7-b19b47c4a61f,Male,56,86.88,18,2023-06-09,Electronics,444.46,Debit Card
fc3b0d30-c11d-4126-81e4-3f568f893bee,Female,46,102.7,45,2020-11-04,Books,92.18,Debit Card
3ede3066-fd11-4243-8df7-d705a634bb52,Female,70,81.42,65,2023-04-30,Groceries,415.38,Bank Transfer
197296d2-f2c5-43b0-b4be-2ca69d5ce172,Male,18,110.76,57,2021-01-31,Home & Kitchen,340.87,Bank Transfer
1327397c-bcea-4b3b-93fc-2a01a83231f8,Male,65,133.31,81,2021-06-16,Home & Kitchen,177.07,Bank Transfer
75c40f1b-a78b-49dc-96ce-bad01eebde49,Female,45,24.42,5,2024-05-08,Books,257.61,Bank Transfer
49e1ad6e-352d-4a9c-9286-c83aa5a27634,Female,38,108.78,39,2020-10-01,Groceries,119.47,Credit Card
6aee1758-bebb-498e-ae5b-9019a094225a,Male,51,89.32,2,2022-06-22,Sports,204.29,Bank Transfer
4205d1c7-5594-4d23-b643-e5c6809ed385,Male,27,43.22,59,2022-06-11,Groceries,377.86,Credit Card
ea5d204b-9aeb-44b2-bae1-190edc2c5714,Male,65,131.48,67,2020-11-27,Beauty,384.12,Bank Transfer
6e1c7422-b679-41ea-9153-33d738eb4250,Male,46,68.65,17,2023-11-06,Beauty,53.62,Credit Card
ed8de42f-f200-45e7-8395-0f6b621d589e,Male,32,130.89,88,2023-11-04,Groceries,68.37,Debit Card
b47867ab-8a60-4d08-bafd-dcf861b55210,Female,45,32.04,51,2020-05-17,Home & Kitchen,412.27,Paypal
358b7d09-98ba-499f-afe1-cf905429cae0,Female,67,125.9,37,2024-05-27,Sports,184.61,Paypal
f4d14e67-e986-4484-89ef-d3036f7204ad,Female,29,53.14,30,2022-11-08,Groceries,116.85,Bank Transfer
85e6b773-bb29-41b2-8617-f1ad84b13e62,Male,66,29.18,72,2020-02-23,Groceries,172.77,Bank Transfer
8c59b599-6df6-46be-b7fa-0c77249d11a2,Male,38,88.88,95,2022-07-11,Sports,469.91,Credit Card
5c554e98-8ea0-456b-b860-1e2e5c661523,Male,35,68.94,24,2020-12-05,Sports,61.9,Paypal
c9027142-440b-4842-b240-08b473797a1b,Female,49,91.95,64,2023-08-18,Sports,19.15,Paypal
08ae727f-bac1-450b-a07b-a398f5976747,Male,58,88.25,52,2023-11-27,Home & Kitchen,104.53,Bank Transfer
64e2552b-8357-4514-a4dc-92c613d3dafd,Female,18,55.61,88,2020-02-02,Sports,277.12,Credit Card
6b2769fe-e5a4-4324-a4a5-3d0e1f8c1312,Male,34,26.01,7,2020-09-28,Beauty,143.8,Paypal
01d015fa-20e7-434f-85a3-f721cda4420d,Male,62,53.0,70,2020-07-02,Sports,412.44,Credit Card
ce586157-d9bf-4368-9b2b-3be88883ffa6,Female,26,111.13,65,2024-03-10,Books,183.14,Credit Card
69bec455-51dc-4906-bad7-ad682e63e252,Female,39,28.7,27,2022-08-24,Beauty,481.38,Paypal
4532b0e3-0a6c-408a-8962-85eddbd55f4d,Male,67,145.36,16,2024-08-23,Home & Kitchen,275.78,Debit Card
077da5c3-8224-4017-b4d1-416eee58dbcc,Male,61,131.65,5,2022-07-14,Beauty,488.07,Bank Transfer
